"","id","varname","month","coef","significant","ci_lower","ci_upper","site","sig","month_name"
"1",1,"prec","Sep",0.100526653155864,FALSE,-0.121762820919952,0.30719037602226,"SJ","","Sep"
"2",2,"prec","Oct",0.122438905176498,FALSE,-0.0821496660232278,0.31367561783191,"SJ","","Oct"
"3",3,"prec","Nov",0.129650707520338,FALSE,-0.053716959055661,0.319856501528579,"SJ","","Nov"
"4",4,"prec","Dec",0.410081525947689,TRUE,0.169465067575994,0.59732404346939,"SJ","*","Dec"
"5",5,"prec","JAN",0.116898278891568,FALSE,-0.0842669805623495,0.282889779142222,"SJ","","JAN"
"6",6,"prec","FEB",0.153814010970895,FALSE,-0.0725567205958915,0.370108952452852,"SJ","","FEB"
"7",7,"prec","MAR",-0.101840041902998,FALSE,-0.340091104809598,0.143100651240368,"SJ","","MAR"
"8",8,"prec","APR",0.136835384606136,FALSE,-0.125798213658033,0.403067166481497,"SJ","","APR"
"9",9,"prec","MAY",0.182181417980878,FALSE,-0.0453009565961006,0.406520111565998,"SJ","","MAY"
"10",10,"prec","JUN",0.0142587477286743,FALSE,-0.189730084310905,0.223404769644608,"SJ","","JUN"
"11",11,"prec","JUL",-0.0344888735933532,FALSE,-0.207568057115606,0.184722297414549,"SJ","","JUL"
"12",12,"prec","AUG",0.112056296391759,FALSE,-0.217594905795552,0.360923232941346,"SJ","","AUG"
"13",13,"prec","SEP",-0.126911320544755,FALSE,-0.347924055338632,0.115586327375238,"SJ","","SEP"
"14",14,"prec","OCT",0.0509454411324211,FALSE,-0.198460762020897,0.283796881977668,"SJ","","OCT"
"15",15,"prec.sum","sep...AUG",0.447537560029285,TRUE,0.19881512246248,0.649795813380381,"SJ","*","Hydrol"
"16",1,"prec","Sep",0.016569245754654,FALSE,-0.247003619285762,0.278317516236028,"caH","","Sep"
"17",2,"prec","Oct",0.0926653193402749,FALSE,-0.132005092558706,0.305550367779338,"caH","","Oct"
"18",3,"prec","Nov",0.135840506269181,FALSE,-0.117237967480889,0.369525342894974,"caH","","Nov"
"19",4,"prec","Dec",0.305888735607279,TRUE,0.0900378494120421,0.507877467042151,"caH","*","Dec"
"20",5,"prec","JAN",0.167333964157732,FALSE,-0.104617639805068,0.405193448856662,"caH","","JAN"
"21",6,"prec","FEB",0.160245573876264,FALSE,-0.134643845980533,0.413703759290155,"caH","","FEB"
"22",7,"prec","MAR",0.23814786832246,FALSE,-0.0209080088056166,0.47851220552142,"caH","","MAR"
"23",8,"prec","APR",0.17983406840008,FALSE,-0.0906952968538081,0.422957661175892,"caH","","APR"
"24",9,"prec","MAY",0.121898749577284,FALSE,-0.118287187427772,0.328276049864846,"caH","","MAY"
"25",10,"prec","JUN",-0.122139727543431,FALSE,-0.34853687517935,0.0832177902497185,"caH","","JUN"
"26",11,"prec","JUL",-0.0605621062497347,FALSE,-0.30653464695587,0.18960189278174,"caH","","JUL"
"27",12,"prec","AUG",0.125107913264171,FALSE,-0.230948752198914,0.436368397412255,"caH","","AUG"
"28",13,"prec","SEP",0.0374652942499131,FALSE,-0.196364711497771,0.294040330440433,"caH","","SEP"
"29",14,"prec","OCT",0.129952663859803,FALSE,-0.086998296374829,0.324847177242911,"caH","","OCT"
"30",15,"prec.sum","sep...AUG",0.49383246451459,TRUE,0.282863126301863,0.666127305488627,"caH","*","Hydrol"
"31",1,"prec","Sep",-0.0863181116621621,FALSE,-0.349169804315499,0.161598406074201,"caL","","Sep"
"32",2,"prec","Oct",0.0307032494969914,FALSE,-0.176534172965831,0.249170846899432,"caL","","Oct"
"33",3,"prec","Nov",0.0473242259076064,FALSE,-0.25458510497623,0.328750901462955,"caL","","Nov"
"34",4,"prec","Dec",0.241471654991427,FALSE,-0.0135827526686927,0.478526133742601,"caL","","Dec"
"35",5,"prec","JAN",-0.0253233565948385,FALSE,-0.299857220448941,0.229705304307119,"caL","","JAN"
"36",6,"prec","FEB",0.18599214357351,FALSE,-0.0802939470791525,0.444264167673691,"caL","","FEB"
"37",7,"prec","MAR",0.139847064396415,FALSE,-0.110184365109445,0.381222870458941,"caL","","MAR"
"38",8,"prec","APR",0.279040877679951,FALSE,-0.00122882165553893,0.486629525364336,"caL","","APR"
"39",9,"prec","MAY",0.0398374465537704,FALSE,-0.168003025568311,0.215583124995331,"caL","","MAY"
"40",10,"prec","JUN",6.77657718759476e-05,FALSE,-0.279243742616877,0.23741293945789,"caL","","JUN"
"41",11,"prec","JUL",-0.0111585207296174,FALSE,-0.284044269070714,0.246972440315069,"caL","","JUL"
"42",12,"prec","AUG",0.0511501508655634,FALSE,-0.327391430434605,0.374675157531261,"caL","","AUG"
"43",13,"prec","SEP",-0.107049182752468,FALSE,-0.313235126095496,0.130041000036905,"caL","","SEP"
"44",14,"prec","OCT",0.16618690615543,FALSE,-0.0499410326108388,0.358952689158419,"caL","","OCT"
"45",15,"prec.sum","sep...AUG",0.302243944795146,TRUE,0.0603330790961408,0.519367967610746,"caL","*","Hydrol"
